Nombre,URL,Disponibilidad,Fecha
Odoo,https://dataintelligence.store/,Disponible,2021-02-05 00:42:12.804209
GEE,https://app-data-i.users.earthengine.app/,Disponible,2021-02-05 00:42:12.804209
UtilidadesOdoo,https://odooutil.azurewebsites.net/,Disponible,2021-02-05 00:42:12.804209
Filtros Dashboard,https://filtradordashboard.azurewebsites.net/,Disponible,2021-02-05 00:42:12.804209
MapStore,https://ide.dataintelligence-group.com/mapstore/#/,Disponible,2021-02-05 00:42:12.804209
GeoServer,https://ide.dataintelligence-group.com/geoserver/web/?0,Disponible,2021-02-05 00:42:12.804209
Tomcat,https://ide.dataintelligence-group.com/,Disponible,2021-02-05 00:42:12.804209
Shiny,https://rpubs.com/dataintelligence/,Disponible,2021-02-05 00:42:12.804209
Github,https://github.com/Sud-Austral/,Disponible,2021-02-05 00:42:12.804209
EZ Exporter,https://ezexporter.highviewapps.com/exports/export-profile/,Disponible,2021-02-05 00:42:12.804209
